nconst,primaryName,birthYear
nm0001175,Blake Edwards,1922
nm0001178,Sergei Eisenstein,1898
nm0001179,Anita Ekberg,1931
nm0001180,Britt Ekland,1942
nm0001181,Jack Elam,1920
nm0001184,Jenna Elfman,1971
nm0001185,Hector Elizondo,1936
nm0001186,Denholm Elliott,1922
nm0001189,Gabriel Yared,1949
nm0001190,David Prowse,1935
nm0001191,Adam Sandler,1966
nm0001193,Shelley Fabares,1944
nm0001194,Jeff Fahey,1952
nm0001195,Douglas Fairbanks Jr.,1909
nm0001196,Douglas Fairbanks,1883
nm0001197,Anna Falchi,1972
nm0001198,Debrah Farentino,1959
nm0001199,Dennis Farina,1944
nm0001200,Gary Farmer,1953
nm0001201,Mia Farrow,1945
nm0001202,Rainer Werner Fassbinder,1945
nm0001204,Marty Feldman,1934
nm0001206,Abel Ferrara,1951
nm0001207,José Ferrer,1912
nm0001211,W.C. Fields,1880
nm0001212,Joseph Fiennes,1970
nm0001213,Harvey Fierstein,1952
nm0001214,Mike Figgis,1948
nm0001216,Tara Fitzgerald,1967
nm0001217,Fionnula Flanagan,1941
nm0001218,Sean Patrick Flanery,1965
nm0001223,Lara Flynn Boyle,1970
nm0001225,Nina Foch,1924
nm0001229,Glenn Ford,1916
nm0001231,Claire Forlani,1971
nm0001232,Miloš Forman,1932
nm0001233,Robert Forster,1941
nm0001234,John Forsythe,1918
nm0001235,William Forsythe,1955
nm0001236,Meg Foster,1948
nm0001238,Jesús Franco,1930
nm0001240,Dennis Franz,1944
nm0001243,William Friedkin,1935
nm0001244,Sadie Frost,1965
nm0001245,Mira Furlan,1955
nm0001247,Eva Gabor,1919
nm0001248,Zsa Zsa Gabor,1917
nm0001249,Monique Gabrielle,1962
nm0001250,Charlotte Gainsbourg,1971
nm0001251,Peter Gallagher,1955
nm0001252,Vincent Gallo,1961
nm0001254,James Gandolfini,1961
nm0001255,Victor Garber,1949
nm0001257,Ava Gardner,1922
nm0001260,John Gavin,1931
nm0001262,Ben Gazzara,1930
nm0001265,Susan George,1950
nm0001267,Balthazar Getty,1975
nm0001270,Brian Gibson,1944
nm0001271,Melissa Gilbert,1964
nm0001273,Lillian Gish,1893
nm0001274,Paul Michael Glaser,1943
nm0001275,Philip Glass,1937
nm0001281,Bobcat Goldthwait,1962
nm0001283,Louis Gossett Jr.,1936
nm0001284,Michael Gough,1916
nm0001285,Elliott Gould,1938
nm0001288,Kelsey Grammer,1955
nm0001290,Richard E. Grant,1957
nm0001291,Rupert Graves,1963
nm0001295,Graham Greene,1952
nm0001296,Lorne Greene,1915
nm0001297,Joel Grey,1932
nm0001298,Richard Grieco,1965
nm0001301,Charles Grodin,1935
nm0001303,Carla Gugino,1971
nm0001304,Fred Gwynne,1926
nm0001306,Larry Hagman,1931
nm0001308,Alan Hale Jr.,1921
nm0001311,Philip Baker Hall,1931
nm0001313,George Hamilton,1939
nm0001314,John Hannah,1962
nm0001316,Oliver Hardy,1892
nm0001317,Renny Harlin,1959
nm0001318,Jean Harlow,1911
nm0001319,Mark Harmon,1951
nm0001321,Richard Harris,1930
nm0001322,Rex Harrison,1908
nm0001323,Debbie Harry,1945
nm0001326,Josh Hartnett,1978
nm0001327,David Hasselhoff,1952
nm0001328,Howard Hawks,1896
nm0001330,Sterling Hayden,1916
nm0001332,Robert Hays,1947
nm0001334,John Heard,1946
nm0001336,Van Heflin,1908
nm0001341,Florence Henderson,1934
nm0001344,Gregg Henry,
nm0001345,Jim Henson,1936
nm0001346,Edward Herrmann,1943
nm0001348,Werner Herzog,1942
nm0001349,Jennifer Love Hewitt,1979
nm0001351,George Roy Hill,1921
nm0001352,Terence Hill,1939
nm0001353,Walter Hill,1942
nm0001354,Ciarán Hinds,1953
nm0001357,Paul Hogan,1939
nm0001358,Hal Holbrook,1925
nm0001359,Sterling Holloway,1905
nm0001361,Tobe Hooper,1943
nm0001362,Bob Hope,1903
nm0001363,Jane Horrocks,1964
nm0001366,Leslie Howard,1893
nm0001367,C. Thomas Howell,1966
nm0001368,Ernie Hudson,1945
nm0001369,Rock Hudson,1925
nm0001370,Finola Hughes,1959
nm0001371,Tom Hulce,1953
nm0001375,Kim Hunter,1922
nm0001376,Isabelle Huppert,1953
nm0001378,Anjelica Huston,1951
nm0001379,John Huston,1906
nm0001380,Jim Hutton,1934
nm0001381,Lauren Hutton,1943
nm0001382,Peter Hyams,1943
nm0001383,David Hyde Pierce,1959
nm0001384,Ice-T,1958
nm0001385,Eric Idle,1943
nm0001387,Kathy Ireland,1963
nm0001388,Amy Irving,1953
nm0001391,Michael Jackson,1958
nm0001393,Irène Jacob,1966
nm0001394,Derek Jacobi,1938
nm0001395,Richard Jaeckel,1926
nm0001396,Mick Jagger,1943
nm0001397,Brion James,1945
nm0001399,Marianne Jean-Baptiste,1967
nm0001401,Angelina Jolie,1975
nm0001402,Terry Jones,1942
nm0001403,Neil Jordan,1950
nm0001404,Madeline Kahn,1942
nm0001405,Janusz Kaminski,1959
nm0001406,Carol Kane,1952
nm0001408,Shekhar Kapur,1945
nm0001409,Tchéky Karyo,1953
nm0001414,Danny Kaye,1911
nm0001416,Catherine Keener,1959
nm0001418,David Keith,1954
nm0001419,Sally Kellerman,1937
nm0001421,George Kennedy,1925
nm0001422,Persis Khambatta,1948
nm0001423,Richard Kiel,1939
nm0001424,Udo Kier,1944
nm0001425,Krzysztof Kieslowski,1941
nm0001426,Ben Kingsley,1943
nm0001427,Greg Kinnear,1963
nm0001428,Klaus Kinski,1926
nm0001429,Takeshi Kitano,1947
nm0001434,Kris Kristofferson,1936
nm0001435,Lisa Kudrow,1963
nm0001437,Emir Kusturica,1954
nm0001441,Christine Lahti,1950
nm0001442,Ricki Lake,1968
nm0001443,Hedy Lamarr,1914
nm0001444,Lorenzo Lamas,1958
nm0001445,Martin Landau,1928
nm0001447,Nathan Lane,1956
nm0001448,Jessica Lange,1949
nm0001449,Frank Langella,1938
nm0001450,Angela Lansbury,1925
nm0001451,Queen Latifah,1970
nm0001452,Charles Laughton,1899
nm0001453,Piper Laurie,1932
nm0001454,Martin Lawrence,1965
nm0001458,Cloris Leachman,1926
nm0001459,Denis Leary,1957
nm0001460,Mimi Leder,1952
nm0001461,Virginie Ledoyen,1976
nm0001462,Jason Scott Lee,1966
nm0001463,Janet Leigh,1927
nm0001466,Sergio Leone,1929
nm0001468,David Letterman,1947
nm0001469,Barry Levinson,1942
nm0001471,Jerry Lewis,1926
nm0001472,Jet Li,1963
nm0001474,Tom Lister Jr.,1958
nm0001475,John Lithgow,1945
nm0001479,Carole Lombard,1908
nm0001480,Shelley Long,1949
nm0001481,Tina Louise,1934
nm0001484,Jon Lovitz,1957
nm0001485,Myrna Loy,1905
nm0001486,Sidney Lumet,1924
nm0001487,John Lynch,1961
nm0001489,Paul Lynde,1926
nm0001490,Adrian Lyne,1941
nm0001492,Kyle MacLachlan,1959
nm0001495,Patrick Macnee,1922
nm0001496,Amy Madigan,1950
nm0001497,Tobey Maguire,1975
nm0001498,John Mahoney,1940
nm0001501,Louis Malle,1932
nm0001502,Luis Mandoki,1954
nm0001503,Dinah Manoff,1956
nm0001505,Joe Mantegna,1947
nm0001506,Jane March,1973
nm0001507,Cheech Marin,1946
nm0001509,Dean Martin,1917
nm0001511,Lee Marvin,1924
nm0001513,Tim Matheson,1947
nm0001514,Victor Mature,1913
nm0001517,Catherine McCormack,1972
nm0001518,Dylan McDermott,1961
nm0001520,Christopher McDonald,
nm0001522,Roddy McDowall,1928
nm0001523,Natascha McElhone,1969
nm0001524,Paul McGann,1959
nm0001526,Patrick McGoohan,1928
nm0001527,Elizabeth McGovern,1961
nm0001528,Don McKellar,1963
nm0001531,Kristy McNichol,1962
nm0001533,Meat Loaf,1947
nm0001536,Toshirô Mifune,1920
nm0001537,Ray Milland,1907
nm0001539,Hayley Mills,1946
nm0001542,Jay Mohr,1970
nm0001544,Ricardo Montalban,1920
nm0001545,Dudley Moore,1935
nm0001546,Mary Tyler Moore,1936
nm0001547,Agnes Moorehead,1900
nm0001548,Rick Moranis,1953
nm0001549,Rita Moreno,1931
nm0001552,Pat Morita,1932
nm0001553,Ennio Morricone,1928
nm0001554,Errol Morris,1948
nm0001556,David Morse,1953
nm0001557,Viggo Mortensen,1958
nm0001560,Ornella Muti,1955
nm0001561,Jim Nabors,1930
nm0001563,Kitten Natividad,1948
nm0001564,Bebe Neuwirth,1958
nm0001565,Mike Newell,1942
nm0001567,Connie Nielsen,1965
nm0001569,Chuck Norris,1940
nm0001570,Edward Norton,1969
nm0001571,Kim Novak,1933
nm0001572,Danny Nucci,1968
nm0001573,Catherine O'Hara,1954
nm0001575,Tatum O'Neal,1963
nm0001576,Heather O'Rourke,1975
nm0001577,Maureen O'Sullivan,1911
nm0001584,Miranda Otto,1967
nm0001586,Joanna Pacula,1957
nm0001588,Jack Palance,1919
nm0001589,Michael Palin,1943
nm0001590,Chazz Palminteri,1952
nm0001592,Joe Pantoliano,1951
nm0001593,Anna Paquin,1982
nm0001594,Anne Parillaud,1960
nm0001595,Michael Paré,1958
nm0001596,Pier Paolo Pasolini,1922
nm0001597,Mandy Patinkin,1952
nm0001598,Robert Patrick,1958
nm0001599,Will Patton,1954
nm0001600,Adrian Paul,1959
nm0001601,David Paymer,1954
nm0001602,Guy Pearce,1967
nm0001603,Sam Peckinpah,1925
nm0001605,Amanda Peet,1972
nm0001606,Chris Penn,1965
nm0001607,Sydney Penny,1971
nm0001609,Rosie Perez,1964
nm0001610,Elizabeth Perkins,1960
nm0001613,Bernadette Peters,1948
nm0001615,Elizabeth Peña,1959
nm0001617,Lou Diamond Phillips,1962
nm0001618,Joaquin Phoenix,1974
nm0001621,Bronson Pinchot,1959
nm0001624,Oliver Platt,1960
nm0001626,Christopher Plummer,1929
nm0001627,Sidney Poitier,1927
nm0001628,Sydney Pollack,1934
nm0001630,Tracy Pollan,1960
nm0001632,Teri Polo,1969
nm0001634,CCH Pounder,1952
nm0001635,William Powell,1892
nm0001637,Vincent Price,1911
nm0001638,Jürgen Prochnow,1941
nm0001641,Vincent Perez,1964
nm0001642,Randy Quaid,1950
nm0001643,Linnea Quigley,1958
nm0001644,Aidan Quinn,1959
nm0001647,Claude Rains,1889
nm0001648,Charlotte Rampling,1946
nm0001650,Michael Rapaport,1970
nm0001651,Basil Rathbone,1892
nm0001652,John Ratzenberger,1947
nm0001653,Stephen Rea,1946
nm0001654,Ronald Reagan,1911
nm0001655,Lynn Redgrave,1943
nm0001656,Donna Reed,1921
nm0001657,Oliver Reed,1938
nm0001660,George Reeves,1914
nm0001663,Paul Reiser,1956
nm0001664,James Remar,1953
nm0001666,Debbie Reynolds,1932
nm0001667,Jonathan Rhys Meyers,1977
nm0001669,Miranda Richardson,1958
nm0001671,Diana Rigg,1938
nm0001673,Jason Robards,1922
nm0001674,Chris Rock,1965
nm0001675,Robert Rodriguez,1968
nm0001676,Nicolas Roeg,1928
nm0001677,Ginger Rogers,1911
nm0001678,Roy Rogers,1911
nm0001679,Mark Rolston,1956
nm0001681,George A. Romero,1940
nm0001682,Mickey Rooney,1920
nm0001686,Cynthia Rothrock,1957
nm0001690,Jennifer Runyon,1960
nm0001691,Geoffrey Rush,1951
nm0001692,Ken Russell,1927
nm0001694,Meredith Salenger,1970
nm0001695,George Sanders,1906
nm0001696,Julian Sands,1958
nm0001697,Chris Sarandon,1942
nm0001698,John Savage,
nm0001699,Telly Savalas,1922
nm0001702,Roy Scheider,1932
nm0001703,Maximilian Schell,1930
nm0001704,Vincent Schiavelli,1948
nm0001705,Rob Schneider,1963
nm0001708,Joel Schumacher,1939
nm0001709,Til Schweiger,1963
nm0001713,Izabella Scorupco,1970
nm0001714,Campbell Scott,1961
nm0001715,George C. Scott,1927
nm0001721,Chloë Sevigny,1974
nm0001722,Rufus Sewell,1967
nm0001724,Tony Shalhoub,1953
nm0001725,Omar Sharif,1932
nm0001727,Robert Shaw,1927
nm0001729,Craig Sheffer,1960
nm0001731,Sam Shepard,1943
nm0001732,Cybill Shepherd,1950
nm0001735,Talia Shire,1946
nm0001736,Pauly Shore,1968
nm0001737,Martin Short,1950
nm0001739,Jean Simmons,1929
nm0001741,Bryan Singer,1965
nm0001744,Tom Sizemore,1961
nm0001745,Stellan Skarsgård,
nm0001746,Ione Skye,1970
nm0001749,Maggie Smith,1934
nm0001750,Madolyn Smith Osborne,1957
nm0001751,Jimmy Smits,1955
nm0001754,Todd Solondz,1959
nm0001756,Barry Sonnenfeld,1953
nm0001757,Kevin Sorbo,1958
nm0001758,Timothy Spall,1957
nm0001759,Vincent Spano,
nm0001762,Jill St. John,1940
nm0001765,Harry Dean Stanton,1926
nm0001766,Barbara Stanwyck,1907
nm0001767,Imelda Staunton,1956
nm0001768,Rod Steiger,1925
nm0001770,Fisher Stevens,1963
nm0001771,Stella Stevens,1938
nm0001772,Patrick Stewart,1940
nm0001773,David Ogden Stiers,1942
nm0001774,Ben Stiller,1965
nm0001776,Sting,1951
nm0001777,Dean Stockwell,1936
nm0001778,Matt Stone,1971
nm0001780,Peter Stormare,1953
nm0001781,Julie Strain,1962
nm0001784,Gloria Stuart,1910
nm0001787,Jeffrey Tambor,1944
nm0001789,Andrei Tarkovsky,1932
nm0001790,Sharon Tate,1943
nm0001791,Robert Taylor,1911
nm0001792,Rod Taylor,1930
nm0001799,John Toll,1952
nm0001802,Nancy Travis,1961
nm0001803,Danny Trejo,1944
nm0001804,Stanley Tucci,1960
nm0001805,Lana Turner,1921
nm0001806,John Turturro,1957
nm0001807,Cicely Tyson,1924
nm0001808,Tracey Ullman,1959
nm0001811,Peter Ustinov,1921
nm0001812,Lee Van Cleef,1925
nm0001813,Dick Van Dyke,1925
nm0001815,Jim Varney,1949
nm0001816,Robert Vaughn,1932
nm0001818,Jesse Ventura,1951
nm0001822,Robert Wagner,1930
nm0001823,Tom Waits,1949
nm0001825,Andrew Kevin Walker,1964
nm0001827,Ray Walston,1914
nm0001828,Melora Walters,1960
nm0001831,David Warner,1941
nm0001833,Emily Watson,1967
nm0001834,Damon Wayans,1960
nm0001839,Tuesday Weld,1943
nm0001843,James Whale,1889
nm0001845,Forest Whitaker,1961
nm0001847,Richard Widmark,1914
nm0001849,Kathleen Wilhoite,1964
nm0001851,JoBeth Williams,1948
nm0001852,Treat Williams,1951
nm0001854,Rita Wilson,1956
nm0001856,Oprah Winfrey,1954
nm0001859,Shelley Winters,1920
nm0001860,Alicia Witt,1975
nm0001862,Mary Woronov,1943
nm0001863,Kari Wuhrer,1967
nm0001865,Amy Yasbeck,1962
nm0001866,Bolo Yeung,1946
nm0001867,Amy Yip,1965
nm0001868,Michael York,1942
nm0001870,Robert Young,1907
nm0001871,Pia Zadora,1954
nm0001874,Franco Zeffirelli,1923
nm0001876,Catherine Zeta-Jones,1969
nm0001877,Hans Zimmer,1957
nm0001880,Edward Zwick,1952
nm0001881,Maryam d'Abo,1960
nm0001882,Olivia d'Abo,1969
nm0001884,Max von Sydow,1929
nm0001885,Lars von Trier,1956
nm0001886,Howard Ross,1941
nm0001889,Charles Hawtrey,1914
nm0001890,Hugh Herbert,1884
nm0001891,Anthony Higgins,1947
nm0001893,John Archer,1915
nm0001894,Danny Dayton,1923
nm0001897,John M. Davis,
nm0001898,Bryan Adams,1959
nm0001899,Remi Adefarasin,1948
nm0001901,Chantal Akerman,1950
nm0001902,Edward Albert,1951
nm0001903,Norma Aleandro,1936
nm0001905,Yves Allégret,1905
nm0001909,Björn Andrésen,1955
nm0001916,Arletty,1898
nm0001917,Pedro Armendáriz Jr.,1940
nm0001918,Louis Armstrong,1901
nm0001922,Jean-Pierre Aumont,1911
nm0001923,Margaret Avery,1944
nm0001926,Joan Baez,1941
nm0001927,Josephine Baker,1906
nm0001928,Roy Ward Baker,1916
nm0001929,Josiane Balasko,1950
nm0001931,Binnie Barnes,1903
nm0001934,Kabir Bedi,1946
nm0001935,Noah Beery,1882
nm0001937,Marco Beltrami,1966
nm0001941,Iris Berben,1950
nm0001942,Luca Bercovici,
nm0001943,Marisa Berenson,1947
nm0001944,Edgar Bergen,1903
nm0001945,Claude Berri,1934
nm0001948,Charles Bickford,1891
nm0001949,Andrew Birkin,1945
nm0001951,Björk,1965
nm0001952,Rubén Blades,1948
nm0001953,Moritz Bleibtreu,1971
nm0001954,Claire Bloom,1931
nm0001955,Ann Blyth,1928
nm0001958,Dirk Bogarde,1921
nm0001960,Romane Bohringer,1973
nm0001961,Ray Bolger,1904
nm0001963,Jesse Borrego,1962
nm0001965,Élodie Bouchez,1973
nm0001970,Klaus Maria Brandauer,1943
nm0001971,Ewen Bremner,1972
nm0001972,Richard Briers,1934
nm0001973,Christie Brinkley,1954
nm0001976,Horst Buchholz,1933
nm0001977,Charles Bukowski,1920
nm0001978,Emma Bunton,1976
nm0001979,Tom Burlinson,1956
nm0001980,Carter Burwell,1954
nm0001981,Spring Byington,1886
nm0001982,Sebastian Cabot,1918
nm0001983,Rory Calhoun,1922
nm0001984,Naomi Campbell,1970
nm0001987,Tantoo Cardinal,1950
nm0001988,Marc Caro,1956
nm0001989,Leslie Caron,1931
nm0001990,Elpidia Carrillo,1961
nm0001992,Johnny Carson,1925
nm0001993,Vincent Cassel,1966
nm0001995,George Chakiris,1932
nm0001998,Cyd Charisse,1922
nm0002000,Leslie Cheung,1956
nm0002001,Maurice Chevalier,1888
nm0002002,Shin'ichi Chiba,1939
nm0002003,David Chokachi,1968
nm0002004,Sarita Choudhury,1966
nm0002005,Agatha Christie,1890
nm0002007,Tom Clancy,1947
nm0002008,Eric Clapton,1945
nm0002009,Arthur C. Clarke,1917
nm0002010,Christian Clavier,1952
nm0002011,Lee J. Cobb,1911
nm0002013,Charles Coburn,1877
nm0002016,William Conrad,1920
nm0002017,Richard Conte,1910
nm0002018,Tom Conti,1941
nm0002020,Costa-Gavras,1933
nm0002021,Noël Coward,1899
nm0002022,Jeanne Crain,1925
nm0002023,Matt Craven,1956
nm0002024,Broderick Crawford,1911
nm0002025,Hume Cronyn,1911
nm0002027,Ben Cross,1947
nm0002029,Maria Grazia Cucinotta,1968
nm0002030,George Cukor,1899
nm0002031,Michael Curtiz,1886
nm0002032,Roger Daltrey,1944
nm0002033,Tyne Daly,1946
nm0002034,Jane Darwell,1879
nm0002035,Sammy Davis Jr.,1925
nm0002037,Cliff De Young,1945
nm0002038,Gloria DeHaven,1925
nm0002042,Charles Dickens,1812
nm0002043,Madhuri Dixit,1967
nm0002045,Stanley Donen,1924
nm0002046,Brian Donlevy,1901
nm0002047,Diana Dors,1931
nm0002048,Melvyn Douglas,1901
nm0002049,Robert Downey Sr.,1936
nm0002050,Irene Dunne,1898
nm0002051,Jimmy Durante,1893
nm0002052,Deanna Durbin,1921
nm0002053,Dan Duryea,1907
nm0002054,Sheena Easton,1959
nm0002056,Christine Ebersole,1953
nm0002061,Maurice Elvey,1887
nm0002062,Kathryn Erbe,1965
nm0002063,Leif Erickson,1911
nm0002064,Giancarlo Esposito,1958
nm0002067,Linda Evans,1942
nm0002069,Mimsy Farmer,1945
nm0002070,Richard Farnsworth,1920
nm0002071,Will Ferrell,1967
nm0002072,Mel Ferrer,1917
nm0002073,Lou Ferrigno,1951
nm0002075,Peter Finch,1916
nm0002076,Jason Flemyng,1966
nm0002077,Dexter Fletcher,1966
nm0002080,Bob Fosse,1927
nm0002081,Edward Fox,1937
nm0002082,James Franciscus,1934
nm0002084,Brenda Fricker,1945
nm0002085,Gert Fröbe,1913
nm0002086,Lucio Fulci,1927
nm0002087,Samuel Fuller,1912
nm0002088,Annette Funicello,1942
nm0002089,Sidney J. Furie,1933
nm0002090,Zach Galligan,1964
nm0002093,Greer Garson,1904
nm0002094,Vittorio Gassman,1922
nm0002096,Judy Geeson,1948
nm0002098,Laura Gemser,1950
nm0002099,Henry Gibson,1935
nm0002100,Marie Gillain,1975
nm0002103,Julian Glover,1935
nm0002104,Paulette Goddard,1910
nm0002105,Judith Godrèche,1972
nm0002106,Ruth Gordon,1896
nm0002107,Betty Grable,1916
nm0002108,Gloria Grahame,1923
nm0002115,Wayne Gretzky,1961
nm0002117,Paul Guilfoyle,
nm0002118,Alan Hale,1892
nm0002120,Lasse Hallström,1946
nm0002121,Margaret Hamilton,1902
nm0002122,Harry Hamlin,1951
nm0002124,Melora Hardin,1967
nm0002128,Tess Harper,1950
nm0002130,Kathryn Harrold,1950
nm0002134,Paul Henreid,1908
nm0002136,Bernard Herrmann,1911
nm0002137,Arthur Hiller,1923
nm0002138,Gregory Hines,1946
nm0002139,Judd Hirsch,1935
nm0002140,Agnieszka Holland,1948
nm0002141,Celeste Holm,1917
nm0002142,Sandrine Holt,1972
nm0002143,Edward Everett Horton,1886
nm0002145,Trevor Howard,1913
nm0002146,James Wong Howe,1899
nm0002147,Tab Hunter,1931
nm0002148,Mary Beth Hurt,1946
nm0002149,Betty Hutton,1921
nm0002152,Jörg Widmer,
nm0002153,Jack Cardiff,1914
nm0002154,Alfred Abel,1879
nm0002157,Herbert Achternbusch,1938
nm0002158,Edvin Adolphson,1893
nm0002159,Alejandro Agresti,1961
nm0002160,Moustapha Akkad,1930
nm0002162,Henri Alekan,1909
nm0002163,Nusrat Fateh Ali Khan,1948
nm0002164,Irving Allen,1905
nm0002165,Marc Allégret,1900
nm0002167,Gianni Amelio,1945
nm0002168,Willeke van Ammelrooy,1944
nm0002172,Mukul Anand,1951
nm0002174,Yves Angelo,1956
nm0002175,Ken Annakin,1914
nm0002177,Oscar Apfel,1878
nm0002178,Alexandre Arcady,1947
nm0002179,George Archainbaud,1890
nm0002180,Francesca Archibugi,1960
nm0002181,Imanol Arias,1956
nm0002182,Harold Arlen,1905
nm0002183,George Arliss,1868
nm0002185,Malcolm Arnold,1921
nm0002187,Giorgos Arvanitis,1941
nm0002189,Giuliano Carnimeo,1932
nm0002191,Jacques Audiard,1952
nm0002192,Michel Audiard,1920
nm0002193,Claude Autant-Lara,1901
nm0002194,Pupi Avati,1938
nm0002196,Gabriel Axel,1918
nm0002197,William Axt,1888
nm0002198,Charles Aznavour,1924
nm0002199,Hector Babenco,1946
nm0002201,John Debney,1956
nm0002202,Roy Webb,1888
nm0002205,Branislav Zivkovic,1947
nm0002207,Richard Franklin,1948
nm0002211,Christopher DeFaria,1959
nm0002212,Anders Bohman,1965
nm0002216,Yves Robert,1920
nm0002217,Mychael Danna,1958
nm0002218,Claude Miller,1942
nm0002219,Alexander Scherer,1965
nm0002225,Axel Sand,1961
nm0002226,Misha Segal,1943
nm0002227,John Frizzell,
nm0002228,Nicholas Musuraca,1892
nm0002230,Carlos Gallardo,
nm0002231,Gian Maria Volontè,1933
nm0002233,Erich von Stroheim,1885
nm0002239,Prince,1958
nm0002242,Anthony Valentine,1939
nm0002243,Sam Douglas,1957
nm0002254,King Hu,1932
nm0002255,Sergei Kozlov,1964
nm0002259,Danny Nowak,1959
nm0002274,Nina Gold,
nm0002276,Reinier Selen,1972
nm0002285,Pat O'Brien,1899
nm0002296,Folmer Wiesinger,
nm0002299,Carlo Varini,1946
nm0002301,Carl Davis,1936
nm0002302,James Bernard,1925
nm0002303,Trevor Jones,1949
nm0002305,Patrick Williams,1939
nm0002311,Montagu Love,1880
nm0002317,Alice Duer Miller,1874
nm0002320,Fred Murphy,1942
nm0002326,Al Sapienza,
nm0002332,Stephen Lang,1952
nm0002335,Brahm Wenger,
nm0002336,Declan Quinn,
nm0002346,Harry Marker,1899
nm0002350,Jim Meskimen,1959
nm0002353,Thomas Newman,1955
nm0002354,John Williams,1932
nm0002355,Charles Van Enger,1890
nm0002359,Katy Wallin,
nm0002366,Christopher Young,
nm0002369,John Williams,1903
nm0002373,Janice Keuhnelian,
nm0002374,Robert de Vico,
nm0002379,Hans Moser,1880
nm0002380,Giorgio Moroder,1940
nm0002400,Suresh Jindal,1942
nm0002411,Mani Kaul,1944
nm0002412,Michael Fallavollita,
nm0002413,David Jackson,
nm0002420,Barry Stone,1945
nm0002480,Carmen Cuba,
nm0002487,Jackson Rose,1886
nm0002493,Simon Bowles,1971
nm0002496,Christoph Kanter,
nm0002502,Yvann Thibaudeau,1973
nm0002517,Lee Purcell,
nm0002529,Brian A. Kates,1972
nm0002530,Kelly Wagner,1972
nm0002533,Judy Dennis,
nm0002536,Emmy Rossum,1986
nm0002538,David Mercy,
nm0002542,Terry O. Morse,1906
nm0002546,Mena Suvari,1979
nm0002555,Konstantin Seitz,
nm0002557,Vanja Cernjul,
nm0002560,Adam Nordén,1971
nm0002568,Robert De Grasse,1900
nm0002569,Carl Koch,1892
nm0002576,Walter Fasano,1970
nm0002582,Christopher Rouse,1958
nm0002591,Carl Drews,1894
nm0002599,Ricki Maslar,
nm0002616,Anita Loos,1889
nm0002627,Monty Berman,1913
nm0002628,Félix de Pomés,1889
nm0002633,Ken Rush,1968
nm0002640,Norman Orenstein,
nm0002644,Brian Berdan,
nm0002645,Paolo Genovese,1966
nm0002649,Yûki Masuda,1973
nm0002655,Tracy Granger,
nm0002656,Benedikt Brydern,
nm0002658,Michael Gibbs,1937
nm0002659,Les Weldon,
nm0002668,George 'Buck' Flower,1937
nm0002672,Joseph Conlan,
nm0002679,Lynn Stalmaster,1927
nm0002685,Roger Neill,1963
nm0002691,Yoram Astrakhan,
nm0002695,Amit Khanna,1951
nm0002700,Malcolm D. Lee,1970
nm0002707,Michael Borthwick,
nm0002711,Michael Doherty,
nm0002717,Robert C. Jones,1936
nm0002728,Juan José Campanella,1959
nm0002739,Daniel Geller,
nm0002747,Mark Sanger,1974
nm0002759,Ernesto Gastaldi,1934
nm0002764,Tina Pehme,
nm0002768,Blanche Friderici,1878
nm0002769,Romy Schneider,1938
nm0002771,Edward J. Montagne,1885
nm0002774,Ken Lauber,
nm0002776,Johnny Hallyday,1943
nm0002795,Karen Rea,
nm0002797,Ricardo Franco,1949
nm0002816,Miguel Ligero,1890
nm0002817,Soledad Miranda,1943
nm0002828,Mark Sanders,
nm0002829,Chris Seagers,
nm0002843,Steve Rosenzweig,
nm0002854,Jens Schlosser,1954
nm0002870,Pierre Courrège,1959
